id,name,kind,field,gender,birth,death,dates_original,date_qc,role,category,specialism,background,knowledge_role,decades_active,gm_areas,collections,destination,politics,religion,building,note,relationships,record_type,source_id,merged_from,merge_note,research_status,priority,open_question,qc_flag,active_from,active_to,active_source,links,link
NH-015,Thomas Henry Sidebotham,record,nat,M,,,Unknown,Unknown,Naturalist,Family scientific network,Natural history,Professional/industrial family network,Collector / participant,19th century,Greater Manchester,,,,,,Potential member of the wider Sidebotham scientific network.,Joseph Sidebotham; Sidebotham family network,Person,NH-015,,,Needs checking,Investigate,"Confirm identity, dates, specialism and relationship to Joseph Sidebotham.",,1800,1899,workbook,2,https://www.euppublishing.com/doi/10.3366/anh.2015.0305
200026,Thomas Henshaw Blind Asylum,record,civic,M,1731,1810,1731–1810,Parsed from source,,Disability,,,,,,,,,,,,,Institution / named legacy,200026,,,Core entry,Existing,,RECORD TYPE: Institution / named legacy,1756,1810,inferred,1,https://rylandscollections.com/2017/10/05/history-at-your-fingertips-celebrating-the-180th-anniversary-of-henshaws/
VM-ADD-007,Thomas Johnson,record,trade,M,,,,Unknown,,The original Manchester Guardian loan agreement names him as a merchant.,,,,,,,,,,,,,Person,VM-ADD-007,,,Core entry,Existing,,Assigned - source ID missing,1780,1900,estimated,2,https://www.theguardian.com/the-scott-trust/ng-interactive/2023/mar/28/the-scott-trust-legacies-of-enslavement-report
200104,Thomas Potter,record,press,M,1774,1845,1774–1845,Parsed from source,First Mayor of Manchester,Politics,,,,1820s–1840s,Manchester,,,Liberal,Unitarian,Manchester Guardian HQ,"Member of the Little Circle; early supporter and financier of the Manchester Guardian . The brother of Richard Potter, Thomas was the first mayor of Manchester, serving from 1838 to 1840. In partnership with his brother, Thomas was connected to transatlantic slavery through his extensive involvement in the Manchester cotton and textile industry. His wife's family, the Bayleys, also had links to slavery.",Married,Person,200104,Thom & Richard Potter major; MP (200016),Duplicate Review DUP-005. A composite row covering both Potter brothers. Thomas Potter keeps this record's fields; Richard Potter has his own record at 200105.,Core entry,Existing,,DUP-005: Separate person covered by composite row; Keep the individual Thomas Potter record.,1820,1849,workbook,3,https://www.theguardian.com/the-scott-trust/ng-interactive/2023/mar/28/the-scott-trust-legacies-of-enslavement-report
VM-ADD-008,Thomas Wilkins,record,trade,M,,,,Unknown,,"The original Manchester Guardian loan agreement names him as a merchant. A secondary source lists him as a cotton merchant, which suggests a link to slavery,",,,,,,,,,,,,,Person,VM-ADD-008,,,Core entry,Existing,,Assigned - source ID missing,1780,1900,estimated,2,https://www.theguardian.com/the-scott-trust/ng-interactive/2023/mar/28/the-scott-trust-legacies-of-enslavement-report
NH-021,Tom Bleackley,record,nat,M,,,Unknown,Unknown,Botanist,Artisan botany,Botany,Unknown,Society participant,19th century,Whitefield,,,,,,Named by Grindon among local botanists attending regional gatherings.,Regional botanical gatherings,Person,NH-021,,,Needs checking,Investigate,Find full identity and relationship evidence.,,1800,1899,workbook,2,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
200004,"Unnamed founder, Society for the Abolition of Slavery",record,reform,M,,,Unknown,Unknown,Campaigner,Anti Slavery,,,,,,,,,,,Society for Effecting the Abolition of Slavery,,Placeholder,200004,,,Core entry,Existing,,RECORD TYPE: Placeholder,1760,1889,estimated,1,https://en.wikipedia.org/wiki/Society_for_Effecting_the_Abolition_of_the_Slave_Trade
200099,Ursula Mellor Bright,record,suff,F,1835,1915,1835–1915,Parsed from source,"Suffragist, Activist","Women's Rights, Legal Reform",,,,,,,,,,,,Wife of Jacob Bright; active campaigner for women's legal and voting rights,Person,200099,,,Core entry,Existing,,,1860,1915,inferred,3,https://en.wikipedia.org/wiki/Ursula_Mellor_Bright
NH-024,William Bentley,record,nat,M,,,Unknown,Unknown,Botanist,Artisan botany,Botany,Unknown,Society participant,19th century,Royton,,,,,,Named by Grindon among local botanists attending regional gatherings.,Regional botanical gatherings,Person,NH-024,,,Needs checking,Investigate,Find full identity and relationship evidence.,,1800,1899,workbook,1,https://www.gutenberg.org/cache/epub/47578/pg47578-images.html
200106,William Cowdroy Jr.,record,press,M,1775,1831,1775–1831,Parsed from source,"Editor, Manchester Gazette",Journalism,,,,1820s–1830s,Manchester,,,Liberal,Unitarian,Manchester Guardian HQ,Member of the Little Circle; contributed to the founding of the Manchester Guardian .,Married,Person,200106,,,Core entry,Existing,,,1820,1839,workbook,3,https://www.theguardian.com/gnm-archive/2016/apr/01/the-manchester-guardian-agreement-gnm-archive-teaching-resource-april-2016
VM-ADD-013,William Crawford Williamson,record,nat,Unknown,,,,Unknown,,,,,,,,,,,,,"Palaeobotanist and the first professor of natural history at Owens College, who worked out how coal-measure plants were fossilised. The point where Manchester's amateur natural history turned into a university subject.",first curator of Peter St museum? 1835 & Prof Natural History at Owen's College,Person,VM-ADD-013,,,Core entry,Existing,,Assigned - source ID missing; LATEST PDF ADDITION; biographical fields incomplete,1851,1851,estimated,1,https://en.wikipedia.org/wiki/William_Crawford_Williamson
VM-ADD-002,William Duckworth,record,trade,M,,,,Unknown,,"A Unitarian attorney and son-in-law of Robert Philips. Duckworth would have benefited from the cotton trade through his family's property holdings. Along with John Edward Taylor and George William Wood, Duckworth was recorded in 1826 as being in support of “meliorating the condition of the Slave Population of the Colonies”.",,,,,,,,,,,,,Person,VM-ADD-002,,,Core entry,Existing,,Assigned - source ID missing,1780,1900,estimated,4,https://www.theguardian.com/the-scott-trust/ng-interactive/2023/mar/28/the-scott-trust-legacies-of-enslavement-report
200059,William Fairbairn,record,trade,M,1789,1874,1789–1874,Parsed from source,,campaigning and design for outdoor public spaces,,,,,,,,,,,,,Person,200059,,,Core entry,Existing,,,1814,1874,inferred,2,https://en.wikipedia.org/wiki/William_Fairbairn
200042,William Groves,record,trade,M,,,Unknown,Unknown,Founder,"Salford Lads Club, Groves and Whitnall Breweries",,,,,Salford,,,,,,,,Person,200042,,,Core entry,Existing,,,1903,1903,estimated,1,https://salfordladsclub.org.uk/about/history/
200031,William Henry Holdsworth,record,trade,M,,,Unknown,Unknown,,"Charitable work, status and local power",,,,,,,,,,,,,Person,200031,,,Core entry,Existing,,,1803,1899,estimated,1,"https://en.wikipedia.org/wiki/Sir_William_Houldsworth,_1st_Baronet"
GH-PEARSON,William Henry Pearson,record,nat,,1849,1923,1849-1923,,,,,,,,,,,,,,"A Manchester warehouseman who became the leading British authority on liverworts, working from a herbarium built in his own house. Part of the circle around Benjamin Carrington, and one of the collections that ended up at the Manchester Museum.",,"Named in the workbook, researched into a record here",,,,Researched for this,High,,,1874,1923,researched,1,https://en.wikipedia.org/wiki/William_Henry_Pearson_(botanist)
200029,William Romaine Callender Jr.,record,trade,M,1825,1876,1825–1876,Parsed from source,,"Charitable work, status and local power",,,,,,,,,,,,,Person,200029,,,Core entry,Existing,,,1850,1876,inferred,1,https://archive.org/download/annalsofmanchest00axon/annalsofmanchest00axon.pdf
VM-ADD-012,William and Joseph Beardsley Cornbrook,record,nat,M,,,,Unknown,,Opened Strawberry Gardens (later Pomona Gardens) 1845,,,,,,,,,,,,,Composite record,sw,,,Core entry,Existing,,Replaced reused source ID “sw”; RECORD TYPE: Composite record,1845,1845,estimated,1,https://mousehouselife.wordpress.com/2023/10/25/escape-to-pomona-island/
